3.5666	12.468	53.887	0.44382	0.74545	0.012833	0.49445	0.77069	0.10749	0.41597	0.73919	0.045871	0.5027	0.60967	0.50754	0.37295	0.61877	0.50453	0.52734	0.91191	0.14133	0.45111	0.95019	0.1772	0.4482	0.46062	0.86505	0.44174	0.7701	0.12738	0.43991	0.61543	0.50043	82.72	-3.9293	-12.642	0.52981	0.55122	-0.45137	-0.99526	-2.9164	-10.75	-13.24	1.3087	-1.0825	-26.152	2.4446	1.9418
4.7938	12.742	84.137	0.44475	0.76316	0.012951	0.49401	0.77965	0.10657	0.41599	0.74687	0.045338	0.50206	0.61994	0.50611	0.37224	0.62779	0.5025	0.52505	0.92139	0.13927	0.44823	0.95897	0.17453	0.44783	0.47197	0.86383	0.44094	0.77869	0.12536	0.43918	0.62503	0.49883	82.343	-4.0167	-12.603	0.7873	0.9454	-0.57475	-0.91765	-2.8896	-10.582	-17.732	2.1486	-1.416	-35.254	3.3659	2.61
6.1088	11.71	121.02	0.44527	0.77514	0.013031	0.49356	0.78753	0.1056	0.41599	0.75302	0.045083	0.50147	0.63042	0.50491	0.3716	0.63704	0.50071	0.52267	0.92994	0.13609	0.44522	0.96701	0.17037	0.44755	0.48346	0.86277	0.44008	0.78637	0.12312	0.4385	0.6349	0.49753	81.705	-4.1181	-12.487	1.3304	1.5021	-0.73049	-1.025	-2.8503	-10.44	-22.416	3.2407	-1.792	-45.163	4.4337	3.3475
7.4086	8.713	164.07	0.44561	0.78453	0.013094	0.49308	0.79446	0.10462	0.41596	0.75789	0.045118	0.50093	0.64106	0.50393	0.37103	0.64647	0.49916	0.52028	0.93767	0.13191	0.44214	0.97447	0.16488	0.44737	0.49506	0.86188	0.4392	0.79333	0.12075	0.43787	0.64499	0.49649	80.802	-4.2514	-12.287	2.1208	2.22	-0.88662	-1.2758	-2.8002	-10.307	-26.564	4.543	-2.1501	-54.534	5.5076	4.0691
8.5605	3.0381	212.32	0.44588	0.79272	0.013148	0.49258	0.80063	0.10366	0.41588	0.76174	0.045435	0.50044	0.65181	0.50314	0.37051	0.65607	0.49783	0.51792	0.9447	0.12691	0.43908	0.98144	0.15825	0.44728	0.50678	0.86119	0.4383	0.79975	0.11835	0.43729	0.65523	0.49568	79.655	-4.4379	-12.005	3.161	3.1001	-1.0317	-1.6307	-2.7401	-10.161	-29.812	5.9894	-2.4686	-62.759	6.5023	4.7391
9.4434	-5.7112	264.65	0.44613	0.80034	0.013199	0.49206	0.80617	0.10276	0.41577	0.76478	0.046009	0.5	0.66263	0.50255	0.37007	0.6658	0.49673	0.51565	0.9511	0.12128	0.43612	0.98799	0.15073	0.4473	0.51859	0.86069	0.43738	0.80577	0.11598	0.43675	0.66559	0.4951	78.306	-4.6988	-11.651	4.3821	4.128	-1.141	-2.0589	-2.6695	-9.9791	-31.722	7.4772	-2.7098	-69.003	7.2869	5.2894
9.9436	-17.401	320.57	0.44641	0.80763	0.013247	0.49153	0.8112	0.10192	0.41562	0.76723	0.046796	0.49961	0.6735	0.50215	0.36968	0.67565	0.49587	0.51349	0.95692	0.11523	0.43331	0.99414	0.14259	0.44741	0.53045	0.86041	0.43643	0.81151	0.11372	0.43626	0.67602	0.49471	76.818	-5.05	-11.245	5.7094	5.2961	-1.2047	-2.5433	-2.5885	-9.7392	-32.256	8.9061	-2.8695	-73.205	7.7663	5.6676
9.9296	-31.499	380.09	0.44678	0.81459	0.013294	0.491	0.81578	0.10116	0.41544	0.76923	0.047746	0.49927	0.68442	0.50194	0.36934	0.68561	0.49524	0.5115	0.9622	0.10895	0.43072	0.99987	0.13412	0.4476	0.54234	0.86034	0.43548	0.817	0.1116	0.43582	0.68652	0.49451	75.269	-5.4981	-10.818	7.073	6.6052	-1.2201	-3.082	-2.4983	-9.4279	-31.576	10.187	-2.9597	-75.723	7.8506	5.8171
9.2253	-47.403	443.04	0.44727	0.82121	0.013339	0.49049	0.81996	0.10047	0.41527	0.7709	0.048802	0.49897	0.69539	0.50192	0.36906	0.69567	0.49486	0.50969	0.96694	0.10263	0.42839	1.0052	0.12557	0.44787	0.55422	0.86048	0.43453	0.82221	0.10963	0.43544	0.69707	0.4945	73.743	-6.0389	-10.404	8.404	8.0572	-1.184	-3.684	-2.4024	-9.0419	-29.821	11.228	-2.9889	-76.906	7.4234	5.662
7.6245	-64.656	508.73	0.44792	0.8275	0.013382	0.49002	0.82378	0.09987	0.4151	0.77233	0.049914	0.4987	0.70643	0.5021	0.36881	0.70584	0.49474	0.50807	0.97115	0.096452	0.42635	1.01	0.11719	0.44821	0.56606	0.86081	0.43361	0.8271	0.10783	0.43511	0.70767	0.49466	72.321	-6.6576	-10.033	9.6271	9.6471	-1.0886	-4.3633	-2.306	-8.5906	-27.012	11.931	-2.95	-76.887	6.3432	5.1144
4.9758	-82.892	575.99	0.44872	0.8335	0.013423	0.48959	0.82724	0.099352	0.41495	0.77357	0.051032	0.49847	0.71754	0.50246	0.36859	0.71609	0.49488	0.50666	0.97485	0.09057	0.42459	1.0142	0.10922	0.4486	0.57783	0.86132	0.43276	0.83162	0.10621	0.43483	0.71833	0.49499	71.071	-7.3315	-9.722	10.656	11.359	-0.92214	-5.1305	-2.2147	-8.0939	-23.093	12.214	-2.8201	-75.617	4.4839	4.1045
1.2502	-101.64	643.55	0.44963	0.83923	0.013463	0.48919	0.83035	0.098923	0.41483	0.77465	0.052118	0.49825	0.7287	0.503	0.3684	0.7264	0.49527	0.50545	0.97803	0.085115	0.42312	1.018	0.10181	0.44903	0.58951	0.86199	0.43201	0.83573	0.10477	0.4346	0.72902	0.49548	70.04	-8.0349	-9.4731	11.399	13.17	-0.67577	-5.9858	-2.1324	-7.5775	-18.087	12.035	-2.5722	-73.146	1.7946	2.6201
-3.4588	-120.32	710.25	0.4506	0.84466	0.013502	0.48883	0.8331	0.098586	0.41472	0.7756	0.053138	0.49806	0.73986	0.50367	0.36823	0.73672	0.4959	0.50442	0.98074	0.080188	0.4219	1.0212	0.09508	0.44949	0.60109	0.8628	0.43137	0.8394	0.10352	0.43443	0.7397	0.49612	69.258	-8.743	-9.277	11.777	15.055	-0.34446	-6.9176	-2.0597	-7.0663	-12.117	11.401	-2.1809	-69.64	-1.6948	0.70761
-8.9589	-138.34	775.02	0.4516	0.84978	0.013538	0.48849	0.8355	0.098342	0.41464	0.77643	0.054068	0.49789	0.75094	0.50447	0.36808	0.74697	0.49673	0.50355	0.98299	0.075858	0.4209	1.0239	0.089124	0.44997	0.61254	0.86372	0.43083	0.84264	0.10248	0.4343	0.75032	0.49689	68.736	-9.4346	-9.1168	11.733	16.986	0.072515	-7.904	-1.9948	-6.5813	-5.3631	10.353	-1.6257	-65.296	-5.8856	-1.542
-14.997	-155.25	836.97	0.45256	0.85456	0.013572	0.48816	0.83756	0.098185	0.41458	0.77716	0.054894	0.49776	0.76184	0.50533	0.36796	0.75709	0.49772	0.50282	0.98481	0.072163	0.4201	1.0261	0.08398	0.45048	0.62387	0.86475	0.43038	0.84548	0.10163	0.43423	0.76079	0.49775	68.47	-10.092	-8.9733	11.236	18.938	0.57034	-8.9164	-1.9343	-6.1376	1.9762	8.9621	-0.89675	-60.283	-10.628	-4.0118
-21.289	-170.6	895.41	0.45346	0.85898	0.013604	0.48784	0.83929	0.098108	0.41453	0.77777	0.055607	0.49765	0.77245	0.50625	0.36787	0.76699	0.49883	0.50221	0.98625	0.069107	0.41946	1.0278	0.07965	0.451	0.63509	0.86585	0.43	0.84793	0.10098	0.4342	0.77104	0.49869	68.446	-10.702	-8.8289	10.289	20.879	1.135	-9.9239	-1.8758	-5.7457	9.6693	7.3212	-0.004939	-54.79	-15.735	-6.5738
-27.533	-184	949.77	0.45427	0.86303	0.013632	0.48752	0.84072	0.098102	0.4145	0.77829	0.056208	0.49757	0.78267	0.50716	0.36781	0.77658	0.49999	0.5017	0.98736	0.066666	0.41895	1.0292	0.076105	0.45153	0.64621	0.86702	0.42967	0.85003	0.10051	0.43421	0.78097	0.49964	68.643	-11.254	-8.671	8.9243	22.775	1.7474	-10.896	-1.818	-5.414	17.474	5.5413	1.02	-49.011	-20.991	-9.0933
-33.417	-195.07	999.54	0.45495	0.86665	0.013658	0.4872	0.84188	0.098156	0.41447	0.77872	0.0567	0.49753	0.79245	0.50805	0.36778	0.7858	0.50115	0.50127	0.98818	0.064788	0.41855	1.0302	0.073284	0.45206	0.65722	0.86825	0.42937	0.85181	0.10018	0.43424	0.79052	0.50058	69.029	-11.739	-8.4928	7.2049	24.585	2.3852	-11.806	-1.7606	-5.1505	25.149	3.7444	2.1319	-43.126	-26.162	-11.437
-38.659	-203.53	1044.1	0.45549	0.86986	0.013681	0.48688	0.84279	0.098259	0.41446	0.77906	0.057094	0.4975	0.80173	0.50888	0.36777	0.79458	0.50225	0.50091	0.98877	0.063405	0.41823	1.0309	0.071105	0.45258	0.66816	0.86954	0.42909	0.85332	0.099988	0.43428	0.79961	0.50146	69.571	-12.152	-8.2937	5.2099	26.264	3.0255	-12.63	-1.7035	-4.9632	32.471	2.0473	3.2735	-37.279	-31.011	-13.488
